username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Lee Haber,25645138,"Vancouver, Canada",2009-03-21 05:34:50,@alfonso46087188 @RazzberryYams @iamkennethchan They also mention additional storm runoff from climate change. If a… https://t.co/WuU8q1QgAE,0,Twitter Web App,
IMPAC5,1272657477876674560,"Vancouver, Canada",2020-06-15 22:30:45,Episode 3: Generation Dread author @BrittWray explains how her research uncovers how eco-anxiety is brought on by t… https://t.co/MaH7v0QwSk,0,Twitter Web App,
IMPAC5,1272657477876674560,"Vancouver, Canada",2020-06-15 22:30:45,"Round 2 of the #ProtectingBlueNature podcast is here with two new episodes focused on #biodiversity, climate change… https://t.co/bqcz4p0dJ6",4,Twitter Web App,
andy,302671041,"Vancouver, BC ",2011-05-21 15:29:51,"@TaylorH95466728 @JonathanWNV Well, lookie here👇.  GHG/capita were dropping under Harper, long before Trudeau's sch… https://t.co/TAOwGrJJqN",1,Twitter Web App,
The Tyee,14269008,Vancouver,2008-03-31 19:58:22,"“I’m not interested in obstacles. I want to look at opportunities.”

https://t.co/vn4x5juU3E",8,TweetDeck,
Brenda🇨🇦,1519000207521816576,Metro Vancouver,2022-04-26 17:08:02,"@RachelNotley Sellout.

You would sell out to a theory and a cult and impoverish your citizens without a second tho… https://t.co/BrLwZpkgtQ",2,Twitter for iPad,
grim,1339171276837908480,"Vancouver, British Columbia",2020-12-16 11:31:40,@TeddyJo67414029 @BBCWorld It’s happening more now because of climate change,0,Twitter for iPhone,
jill,1413939946566475779,Vancouver,2021-07-10 19:15:41,"@JamesFindlay2 @R_Boissonnault If there were a unit on carbon capture in their high school text, we wouldn’t be hav… https://t.co/KAYNXGQSql",0,Twitter for iPad,
jbv,2812211346,"Vancouver, British Columbia",2014-09-16 01:33:03,@safedr4 @RachelNotley Must be climate change 🤡🤡🤡 https://t.co/UanopV9xRs,0,Twitter for iPhone,
Simon Donner,18026912,Vancouver,2008-12-10 18:56:44,There are many good examples of language with confusing dual meanings in the new article by @climatecomms about cli… https://t.co/bPowfzLVHW,2,Twitter Web App,
RotoJo/BradyBunch01,3097694255,Greater Vancouver,2015-03-19 21:06:20,@Jay2020120 @StrayLidlBag @Cobratate @adinross And still hasn’t hit puberty. Sad. Anyways.. The Earth (like our bod… https://t.co/MmYzOBwVUZ,0,Twitter for iPhone,
Mazdak,859143667,"Vancouver, British Columbia",2012-10-03 03:49:35,@playmatejaylene @KimDotcom @jacindaardern @NZClarke 2. Climate change: Ardern has made tackling climate change a p… https://t.co/zECaTyRLAG,0,Twitter Web App,
Nick Bent,2372887656,"Vancouver, British Columbia",2014-03-05 00:03:56,"@MikeHudema Mother nature is in charge here, has been for millions of years,,, the solar system controls the climat… https://t.co/U87II18Ade",0,Twitter Web App,
michel ghanem,1335326472785915909,Vancouver,2020-12-05 20:53:42,future climate change timeline Anna Paquin was right https://t.co/1PULJwSgAO,0,Twitter Web App,
Jim Baird,1045360120987701248,"Vancouver, British Columbia",2018-09-27 17:10:49,"ICYMI-

'Atmospheric dust has increased by about 55% since the mid-1800s, an analysis suggests. And that increasing… https://t.co/Grq989zuhC",15,Twitter Web App,
Scott BW 🇨🇦🇺🇸 🌈,818402334568943617,"Vancouver, British Columbia",2017-01-09 10:21:36,@maxfawcett Climate change hysteria is the big lie.,0,Twitter for Android,
Peter Waldkirch 華彼德,963467932025024512,"Vancouver, British Columbia",2018-02-13 17:40:30,Staff: sewer capacity. Sewer system mostly built in 60s. Climate change impacts. 1.0 FSR incremental increase. 1.2… https://t.co/mZfAi5cmmh,0,Twitter Web App,
The Tyee,14269008,Vancouver,2008-03-31 19:58:22,"Deaths from fossil fuels, CO2 and carbon monoxide choking up lungs aren’t visible. It comes down to public educatio… https://t.co/Ke3yGkRmB8",12,TweetDeck,
-BL4CK0UT-,109351398,"Vancouver, British Columbia",2010-01-28 19:41:09,"@Johnmarche3 @TheRealKeean They already instituted Climate Change as the new religion, installed ESG scores into ba… https://t.co/rOq208gmYV",2,Twitter for iPhone,
Josh Smith 🐀🗻🌃,176216366,"Vancouver, British Columbia",2010-08-08 22:45:48,@Noahpinion I wouldn't call it a hot bed or the worst discipline. But I have noticed that engineering does seem to… https://t.co/vXiNnGIxUw,0,Twitter for Android,
The Only Animal,69030618,"Vancouver, BC",2009-08-26 16:47:56,"Call Me CC, A Comedy Starring Climate Change Live and in Person! https://t.co/ptwtfxBLRf",0,Twitter for iPhone,
Celeste George,86410896,"Vancouver, British Columbia",2009-10-30 22:34:41,How far can $25 million go to relocate a community that’s disappearing into Alaska’s melting permafrost?… https://t.co/hXVeEQmknA,0,Twitter Web App,
Celeste George,86410896,"Vancouver, British Columbia",2009-10-30 22:34:41,"“By far, the largest beneficiary of inflation has been the oil and gas extraction and mining industries, which, in… https://t.co/o7qisj4e1I",1,Twitter Web App,
Politics Ruin Everything,830693383303630848,"Vancouver, British Columbia",2017-02-12 08:21:50,@MattWalshBlog Apparently the $300m that Al Gore grifted from the Climate Change myth isn't enough.,0,Twitter for Android,
Ordo Fraterna Fibonacci,766378262259986437,"Vancouver, BC, Canada",2016-08-18 20:56:31,Effects of diversity on thermal niche variation in bird communities under climate change | Scientific Reports https://t.co/iMwp7MeKiG,0,Twitter Web App,
Shannon Michelle,829677067528646657,"Vancouver, British Columbia",2017-02-09 13:03:22,@IanDJbrown2 @ABDanielleSmith @JustinTrudeau @theJagmeetSingh @RachelNotley Climate change is not an existential th… https://t.co/P73UCLQSx4,0,Twitter for iPhone,
The Tyee,14269008,Vancouver,2008-03-31 19:58:22,"The main stage. The family and community. The respite from right-wing authoritarianism, poverty, climate change.

V… https://t.co/c0GW0NiKxZ",2,TweetDeck,
Doug Little 🌹✊ 🧡 🇨🇦,2790351250,"Toronto, and Vancouver Canada",2014-09-29 00:49:23,"We Have the Tools to Solve Climate Change, Says Bob McDonald

https://t.co/KecUEdMyrp",1,Twitter for Android,
Benny Coll,1330842568242839554,"Vancouver, British Columbia",2020-11-23 11:56:22,@GretaThunberg When will you lead Climate Change protests in China and Russia?,0,Twitter for iPhone,
Ian Cromwell,174285518,"Vancouver, British Columbia",2010-08-03 15:23:40,"""Time is everything in the justice equation of climate change. If we want an equitable pathway out of this crisis,… https://t.co/yPQjDLMsjT",0,Twitter for Android,
Dave on VanPoli,1275640059497033729,Vancouver,2020-06-24 04:01:40,"@cvmevents @CitizenYan While climate change certainly causes weather events, seems to me that mitigating risk with… https://t.co/clPUXzJyro",0,Twitter Web App,
KingShit,1429089312,"Vancouver, British Columbia",2013-05-14 23:54:55,@StarChidia @bennyjohnson This was a s fake a scene as climate change,0,Twitter for iPhone,
Elaine Carol,77421074,"Vancouver, BC Canada",2009-09-26 07:19:44,RIP Vancouver Folk Festival. Bureaucrats &amp; politicians contributed to your death. There is no understanding of BC's… https://t.co/8pb3dghmT1,0,Twitter Web App,
Mike Gilbert,781340394,"Vancouver, BC, Canada",2012-08-26 00:05:10,@zerohedge Has John donated his private jet to any climate change charity yet?,0,Twitter for iPhone,
KPU News,1546476463,Metro Vancouver,2013-06-25 19:09:07,Gwynne Dyer with @presadavis for the President’s Dialogue Series today @KwantlenU. https://t.co/qRASHQmbTF https://t.co/OLRbPaXP6I,2,Twitter for iPhone,
Lindsay Brown - @lidsville@mastodon.social,17829133,Vancouver,2008-12-03 04:41:44,"@BenParfittCCPA And yes, we do need to save all that's left of BC's old-growth forests. They're critical for both b… https://t.co/xuy75uVqxD",7,TweetDeck,
The Tyee,14269008,Vancouver,2008-03-31 19:58:22,"The only thing left to figure out is political will, economic investment and public acceptance.

@Michelle_Gamage s… https://t.co/Rb4XB707nq",5,TweetDeck,
Shari O'Neill,1602276796304883712,"Vancouver, British Columbia",2022-12-12 12:19:37,@scotiabank @ScotiabankHelps My daughter deposited a check from the government for the climate change whatever thin… https://t.co/EMPvs5wQLS,0,Twitter for Android,
"CanadaNotFree, YET",1081384945593966592,"Vancouver, British Columbia",2019-01-05 03:00:37,Just accept the fact that Trudeau is a fixated ass who is determined to end oil &amp; gas whether that is good or not f… https://t.co/w3oGyu5D3Y,0,Twitter Web App,
Alan Fryer 🇨🇦🇺🇦,96646729,"Vancouver, BC",2009-12-13 23:19:37,Interesting that healthcare and the cost of living are two and three times more important to Canadians than climate… https://t.co/1BBxuNXWd8,30,Twitter for iPhone,
Peter Waldkirch 華彼德,963467932025024512,"Vancouver, British Columbia",2018-02-13 17:40:30,Everyone in the city who gives a crap about either the housing or the climate crisis should be shocked and appalled… https://t.co/kLVZpDd6br,2,Twitter Web App,
Living Oceans,19786927,"Vancouver, B.C.",2009-01-30 20:35:41,"Canada's Chief Public Health Officer, Dr. Theresa Tam, shares 2022 report Mobilizing Public Health Action on Climat… https://t.co/Tqi7hPUavT",1,Hootsuite Inc.,
Alan Fryer 🇨🇦🇺🇦,96646729,"Vancouver, BC",2009-12-13 23:19:37,"PMJT says there’s not much his government can do about inflation because it’s a global phenomenon. Climate change,… https://t.co/XyY5GAmv6H",251,Twitter for iPhone,
Alan Andrews,903619831,"Vancouver, British Columbia",2012-10-25 10:13:03,"When it comes to tackling climate change, Canada’s biggest pension funds don’t make the grade, report finds ($)… https://t.co/ODex8NkeSk",0,Twitter Web App,
"CanadaNotFree, YET",1081384945593966592,"Vancouver, British Columbia",2019-01-05 03:00:37,"@JaneVMoneypenny All part of the cover up of the vaccines harming millions and millions, be it climate change, exer… https://t.co/3YPqBwowhE",0,Twitter Web App,
Johanna Wagstaffe,121417367,Vancouver,2010-03-09 12:43:39,Why winter storms are becoming bigger and badder around the Great Lakes — and what it means for those at risk (Also… https://t.co/j3Zq7erdUf,7,Twitter Web App,
Crawford Kilian,19042993,"North Vancouver, BC",2009-01-15 22:39:28,"We Have the Tools to Solve Climate Change, Says Bob McDonald  via @TheTyee https://t.co/eOSoL9HU1C",0,Twitter Web App,
toffa,1032707112445476867,"Vancouver, British Columbia",2018-08-23 19:12:17,@GretaThunberg Climate Change propaganda should be a crime.,0,Twitter for iPhone,
Ontario Tree Frog🍊,975519759105060864,Greater Vancouver,2018-03-18 23:50:09,Climate change should concern us all.,0,Twitter for iPad,
michael grey,274369575,Vancouver,2011-03-30 06:04:03,"@JunagarhMedia Musk has Decided aiming tweets at opposites on Issues like Climate Change, Politics etc will Boost T… https://t.co/r5cNZDHz51",0,Twitter Web App,
Edmond Bugos,289247700,Vancouver,2011-04-28 09:03:18,Things like climate change and equality offer the deep state endless opportunities for exploitation precisely becau… https://t.co/2uBk4P589Z,6,Twitter Web App,
Edmond Bugos,289247700,Vancouver,2011-04-28 09:03:18,"One would think that tackling climate change and poverty are incompatible, even contradictory aims. But with a cent… https://t.co/ASry5lUcD8",2,Twitter Web App,
Richard Karlson,567926696,"Vancouver, British Columbia",2012-05-01 06:33:59,"@lorrain00414525 If climate change discussions had never appeared in media, there would probably never have been a… https://t.co/6fr4S8UvIP",0,Twitter Web App,
Philippine Canadian Inquirer,1010897337361694720,"Vancouver, British Columbia",2018-06-24 14:48:01,Winning the fight against climate change and ozone-depleting substances (ODS) can be achieved through global polici… https://t.co/AiwjK3Lh9b,0,SocialPilot.co,
"CanadaNotFree, YET",1081384945593966592,"Vancouver, British Columbia",2019-01-05 03:00:37,Don't you know that its another escape route because they mention that it leads to heart problems... just like clim… https://t.co/whF4hIp8g4,0,Twitter Web App,
Dave on VanPoli,1275640059497033729,Vancouver,2020-06-24 04:01:40,@CitizenYan Because of climate change risks? 🤔,0,Twitter for iPhone,
Mayor Kennedy Stewart clown parody,1220352455264751618,"Vancouver, British Columbia",2020-01-23 14:28:16,"Just watched this piece of shit movie. A tired, cliché waste of time. And so much for climate change when you you b… https://t.co/A9FOlehMJY",0,Twitter for Android,
Wosim Tahan,1464836987253313537,"Vancouver, British Columbia",2021-11-28 06:02:24,@CTVNews She was doing a photo op with them there is proof enough lies climate change is a hoax just to tax citizens to death,0,Twitter for iPhone,
Bella Belle,1250153259072770048,Richmond BC,2020-04-14 20:06:24,@JustinTrudeau @StellantisNA @Irek_K Can I ask where the graveyard disposal yard for 20 million fuel fed vehicles w… https://t.co/PNumG7D6sz,1,Twitter Web App,
Miles Lunn 🇨🇦🇺🇦,902966850421571584,"Vancouver, British Columbia",2017-08-30 18:50:48,@sheilawalker73 People under 30 generally don't vote and mostly lean left.  Tory position on climate change is a no… https://t.co/5DlziKOsJd,0,Twitter Web App,
Rjr,1021947116422189057,"Vancouver, British Columbia",2018-07-25 02:35:54,@JebraFaushay And they make damn sure people with impeccable qualifications who don’t believe man is responsible fo… https://t.co/roVV0POuPp,0,Twitter for iPhone,
Nicholas T,1410852178986627072,"Vancouver, British Columbia",2021-07-02 06:45:53,@maciejl1998 @JuujuGirl @Rap Funny how this comes out at the same time all the rich elites are gathering in Davos f… https://t.co/Ey39Zv4zVE,0,Twitter for Android,
Tyler 🇨🇦,1595067579856728065,"Richmond, British Columbia",2022-11-22 14:53:16,https://t.co/WGX1WxpB3d. I hope all these people have great jobs/passions that make them happy now.,0,Twitter for Android,
Aidan Scott,397585864,"Vancouver, British Columbia",2011-10-24 21:58:47,"@junsunglao I'm curious about the connection between climate change and mental health. Two Important topics, each d… https://t.co/XTP8faMHzl",0,Twitter for Android,
Peter wang,975498487071629312,Vancouver,2018-03-18 22:25:37,@TBOBrightonHove @elonmusk @ScottAdamsSays Except these powerful elites which great power to effect the average fol… https://t.co/HYpzRtetEB,0,Twitter Web App,
Wosim Tahan,1464836987253313537,"Vancouver, British Columbia",2021-11-28 06:02:24,@WallStreetSilv But but but climate change is real :),0,Twitter for iPhone,
Peter Dowdy,1601468526367494146,"Vancouver, BC",2022-12-10 06:47:16,@STOPthetrains1 This is that climate change denial looks like.,0,Twitter for iPhone,
Laurence,1012871788483624960,"Vancouver, British Columbia",2018-06-30 01:33:47,@TheChiefNerd @rgvrunner01 This is what is happening: the left wants you to know that Climate change is real and yo… https://t.co/blw4lqYfk1,0,Twitter Web App,
epistem⚙logical breakfast club,3254317182,"Vancouver, Canada ",2015-06-24 06:40:51,@JeffAndDonkeys @RebeccaSolnit @OutrageOptimism @CFigueres @Tzeporah I agree. I replied to the tweet saying we don'… https://t.co/RpB3kKG6Nm,0,Twitter Web App,
WhoMan,804773395573313536,"Vancouver, British Columbia",2016-12-02 19:45:04,@Kristopher_K She is a joke! Like climate change!,0,Twitter for Android,
‘Dezza’,242841865,"Vancouver, British Columbia",2011-01-25 18:34:27,The world works in mysterious ways maybe there’s no climate change needed after all @GretaThunberg,0,Twitter for iPhone,
Syntheticus Canadianensis 🌐🧦🥑🏛️🏙🚄🏳️‍🌈,1309229775148298240,"Vancouver, British Columbia",2020-09-24 20:34:48,Yeah I prioritize poverty reduction over climate change https://t.co/oBsnK4t3qb,0,Twitter for iPhone,
Rob-Pureblood 🇨🇦+🅾️+🩸+🍍:),1338527694649114627,"Vancouver, British Columbia",2020-12-14 16:54:18,@vintage831 Well… it’s caused by climate change and long Covid - that’s what I think cause that’s what my TV says!… https://t.co/0vY4ixqn51,0,Twitter for iPhone,
Nicholas T,1410852178986627072,"Vancouver, British Columbia",2021-07-02 06:45:53,@bradley24878245 @Yuri_Naetor @lordrochester63 @DrEliDavid This is the most hilarious tweet out there. To think we… https://t.co/RbgSqU3M7y,0,Twitter for Android,
Sheeple Suck 🇨🇦🇺🇸,1593540101925060608,"Vancouver, British Columbia",2022-11-18 09:42:32,"🤯 climate change is a scam but we could do a whole lot better at not polluting our environment so much

https://t.co/ZJgGarkxun",0,Twitter for Android,
Jean P. Gelinas,2796195057,"Vancouver, British Columbia",2014-09-30 20:03:56,"@RyanLiebe5 @MikeHudema Next?
Catastrophic climate change courtesy of fossils who can’t accept change ;)…",0,Twitter for iPhone,
Chris Doyle,542004682,Vancouver BC Canada,2012-03-31 21:39:03,Learning more about a complex climate: https://t.co/vnpMU6jla7,0,Twitter Web App,
Aldyen Donnelly,606768790,"Vancouver, BC, Canada",2012-06-13 00:39:45,"@TerryDaynard If the Farm Bill initiatives focus on demonstrating ways to enhance resilience, soil health &amp; product… https://t.co/gc7AnSh5m6",0,Twitter for Android,
SFU Beedie School,66400391,"Metro Vancouver, BC, Canada",2009-08-17 16:45:35,"Recent research from professor of international business, Erick Werker, and @LSEnews' International Growth Centre s… https://t.co/GFeivPjSKc",0,Hootsuite Inc.,
Jerome Collins,21672026,"English Bay, Vancouver",2009-02-23 17:34:09,"Keen to know what the Conservatives' plan is to deal with climate change beyond ""Donald Trump says it's a hoax."" https://t.co/Dk18r4dtzf",0,Twitter Web App,
Mirage 🇺🇦🇨🇦,1362701010,"Vancouver, British Columbia",2013-04-18 19:24:08,"I don’t know what will happen to $TSLA in the short, medium, or long term.

What I do know is:

- We need to transi… https://t.co/s7HynN6v9H",0,Twitter for iPhone,
Ricky Kwok,415569313,"Vancouver , BC",2011-11-18 14:23:20,"Fed directs big banks to disclose how they are preparing for climate change risks
https://t.co/ILA01N4NQM",0,Zapier.com,
Simon Donner,18026912,Vancouver,2008-12-10 18:56:44,The Right Words Are Crucial to Solving Climate Change - really important @sciam article from Susan Hassol (… https://t.co/bZy8Kwx5tz,7,Twitter Web App,
Deetken Impact,902586024286494724,"Vancouver, British Columbia",2017-08-29 17:37:32,"We prioritize relationship building with portfolio companies, &amp; the Deetken Impact #SustainableEnergy team recently… https://t.co/hBVIzeudnD",0,Twitter for iPhone,
KPU News,1546476463,Metro Vancouver,2013-06-25 19:09:07,"KPU will host Gwynne Dyer tomorrow, Jan. 18, for President’s Dialogue Series. Dyer will speak on climate change and… https://t.co/NExgtjdEYU",1,Twitter Web App,
UBC Media Relations,64540763,"Vancouver, B.C., Canada",2009-08-10 22:49:56,"Dr. Simon Donner, @UBCGeog @ubcires professor, notes that Canada's climate policies are not aggressive enough. via… https://t.co/XLOhoNgn3P",2,Sprout Social,
GrantinVan 🇺🇦 🙏 4 ✌️,1503438102945140736,🇨🇦 ,2022-03-14 18:29:22,"@juliavkril I agree. MSM is a huge problem in today's world. Ukraine, covid, climate change... big part of the problem.",0,Twitter for Android,
toffa,1032707112445476867,"Vancouver, British Columbia",2018-08-23 19:12:17,@MikeHudema Behind every Climate Change propagandist is a Global Socialist.,1,Twitter for iPhone,
Tzeporah Berman,18536997,Vancouver,2009-01-01 21:39:26,"Extreme weather 
Sea-level rises 
Food insecurity 
Forced migrations 
Spread of infectious diseases 
Heart-related… https://t.co/M6m0SHKM5J",3,Twitter Web App,
Philippine Canadian Inquirer,1010897337361694720,"Vancouver, British Columbia",2018-06-24 14:48:01,ICYMI: Many countries are attempting to reduce greenhouse gas (GHG) emissions to meet fast-approaching targets to c… https://t.co/btTmBuBaCC,0,SocialPilot.co,
CVM Events,21676260,Vancouver,2009-02-23 18:19:16,@ame_todd @WeAreCanProud You should watch it. It’s not con propaganda. The man makes some excellent points re. clim… https://t.co/o3gx1u6NnY,0,Twitter for iPhone,
Bnj D' TradeWarrior,1418227507023683593,"Vancouver, British Columbia",2021-07-22 15:15:51,Hypocrite Leaders are the reasons for climate change..they have to change or will be changed. https://t.co/jya0NlGPKh,0,Twitter for iPhone,
Simon Donner,18026912,Vancouver,2008-12-10 18:56:44,"The urgency of slowing and preparing for climate change, in one graph. 
This shows that the planet is warming faste… https://t.co/079xyDsQ4j",14,Twitter Web App,
Aldyen Donnelly,606768790,"Vancouver, BC, Canada",2012-06-13 00:39:45,"@futuristatlarge @hausfath @OskaArcher @KetanJ0 Actually, Herman Daly repeatedly made that point in the late 90s/ea… https://t.co/x0RUfxRI1X",0,Twitter for Android,
Crawford Kilian,19042993,"North Vancouver, BC",2009-01-15 22:39:28,Atmospheric dust may have hidden true extent of global heating https://t.co/4BhKIOaDPn,0,Twitter Web App,
S K,39334553,"Vancouver, BC",2009-05-11 20:33:17,@capitalism1 @AOvereducated @nytimes Those who can analyze and use logic know that the water shortage wasn’t create… https://t.co/FSPBqNXiB6,0,Twitter for iPhone,
toffa,1032707112445476867,"Vancouver, British Columbia",2018-08-23 19:12:17,"@MikeHudema Virtue signalling, activated. Commencing climate change propaganda in 4, 3, 2, 1 aaaand go!",0,Twitter for iPhone,
michael grey,274369575,Vancouver,2011-03-30 06:04:03,#CryptoCrazy Pee Pee is afraid of the 'Public' actually hearing him answer Real questions about his  Terrible Judge… https://t.co/VpkZwAht5q,0,Twitter Web App,
Aldyen Donnelly,606768790,"Vancouver, BC, Canada",2012-06-13 00:39:45,@hausfath @OskaArcher @KetanJ0 climate change risk mitigation--were always  required to contribute to at least a fe… https://t.co/ZEpMAxQquF,0,Twitter for Android,
Philippine Canadian Inquirer,1010897337361694720,"Vancouver, British Columbia",2018-06-24 14:48:01,Many countries are attempting to reduce greenhouse gas (GHG) emissions to meet fast-approaching targets to combat c… https://t.co/MbvhO1rLcj,0,SocialPilot.co,
Winson Tang,38374100,"Vancouver, BC",2009-05-07 05:07:11,Why winter storms are becoming bigger and badder around the Great Lakes — and what it means for those at risk https://t.co/rLEWHypJqI,0,dlvr.it,
Pete Quily,246667561,"Vancouver, BC",2011-02-03 06:49:07,"Quebecers were asked whether lowering gas prices should take precedence over mitigating climate change, 60% disagre… https://t.co/sOimydZwAn",0,Twitter Web App,
Pete Quily,246667561,"Vancouver, BC",2011-02-03 06:49:07,"Oil Puppet Party #CPC not popular in QC 

Asked whether inflation or climate change should be the top priority of f… https://t.co/VRMEMAHjdv",0,Twitter Web App,
Pete Quily,246667561,"Vancouver, BC",2011-02-03 06:49:07,"QC says no to Oil Puppet Party

Ominous signs Poilievre’s pocketbook crusade is missing the mark in Quebec, or at l… https://t.co/CiEct840sh",0,Twitter Web App,
Rjr,1021947116422189057,"Vancouver, British Columbia",2018-07-25 02:35:54,@CharlieJGardner Caused by climate change cultists who predict the world will end in 10 every year since 1980 and w… https://t.co/cbNAXlKw2l,0,Twitter for iPhone,
One Epic Handle,1394307947006627841,"Vancouver, British Columbia",2021-05-17 15:05:07,@LayahHeilpern I’ll bet @GretaThunberg is taking one as well to hang out with her friends at Davos all the while sh… https://t.co/ayeExHnOHC,0,Twitter for iPhone,
Shane Richardson,83269770,"Vancouver, British Columbia",2009-10-18 01:49:30,@InterstellarDD @OzraeliAvi Are you sure it wasn't climate change that infected her? 🤔 https://t.co/zhAp7OrAW8,0,Twitter for Android,
andy,302671041,"Vancouver, BC ",2011-05-21 15:29:51,"@nationalpost Perhaps the @bankofcanada was distracted by more important things;  like gender equity economics, sex… https://t.co/3FytgapkKB",0,Twitter Web App,
Shannon Michelle,829677067528646657,"Vancouver, British Columbia",2017-02-09 13:03:22,@RickStojo @ABDanielleSmith JT wants to obliterate the energy sector here… Basing it on helping with climate change… https://t.co/g3k546mAzH,0,Twitter for iPhone,
Shannon Michelle,829677067528646657,"Vancouver, British Columbia",2017-02-09 13:03:22,@NunoMAguiar @ABDanielleSmith JT wants to obliterate the energy sector here… Basing it on helping with climate chan… https://t.co/jVrBCkpjAV,0,Twitter for iPhone,
Tom Codrington,826121782239363072,Vancouver,2017-01-30 17:35:56,I've been learning about avalanches recently. @avalancheca does a great job of informing the mountain-going public… https://t.co/GLy2fTiDOv,0,Twitter for Android,
Prairie Paul,1730897000,"Vancouver, British Columbia",2013-09-05 05:19:19,"@jodyvance We’re doing surprisingly well in this country.
Child poverty has declined significantly in the last few… https://t.co/EIrE4g1VhO",0,Twitter for iPhone,
Shannon Michelle,829677067528646657,"Vancouver, British Columbia",2017-02-09 13:03:22,@ABDanielleSmith JT wants to obliterate the energy sector here… Basing it on helping with climate change and CO2 em… https://t.co/mCtlxM97g6,0,Twitter for iPhone,
gravy🇨🇦,880173941842522112,"Vancouver, British Columbia",2017-06-28 21:19:55,"@kellyknowsdaway After climate change has its way with your country, and makes it inhabitable. Canada will be welco… https://t.co/EeWXpWywz2",0,Twitter for iPhone,
Lucy,786851258,"Vancouver, British Columbia",2012-08-28 12:00:10,Good to hear all the commissioners asking questions and taking in the high costs of climate adaptation. Hope this c… https://t.co/JXnmSqmGow,0,Twitter for iPad,
Jamie,1492667390978506752,"Vancouver, British Columbia",2022-02-13 01:10:59,@Cory_electric Mr. Climate change doing his part polluting more air 🙄🙈,0,Twitter for iPhone,
Lucy,786851258,"Vancouver, British Columbia",2012-08-28 12:00:10,Talking about climate change induced sea level rise and effect on Vancouver’s many coastal parks.,1,Twitter for iPhone,
Bill Tubbs,192625373,"Vancouver, BC",2010-09-19 18:04:09,"@ThatTidy @georgeprbenson Actually, it's been defined as ""climate change"" for the last 30 years. ""Global warming"" i… https://t.co/cwD96aAUrn",0,Twitter Web App,
"Giovanna (she/her) Boniface, OT",1015381714535792641,"North Vancouver, BC",2018-07-06 23:47:20,Are you an #OccupationalTherapist interested in climate change / climate action? Consider participating in this res… https://t.co/4NOEGsv8rx,32,Twitter Web App,
Just watch me,54648674,North Vancouver,2009-07-07 19:27:14,@PierrePoilievre Climate change is expected to increase the frequency and intensity of extreme weather events that… https://t.co/MnrQ8RsuN0,0,Twitter for iPad,
Fred Irvine,1005976167222951940,"Vancouver, British Columbia",2018-06-11 00:53:03,"@IsisWise In fairness to PP, I do not consider him to be a climate-change denier.  He is sceptical about the effica… https://t.co/8pFjCPUfIl",0,Twitter for iPad,
Reagan Leslie,1497331846673145857,"Vancouver, British Columbia",2022-02-25 22:09:57,Narrative change coming. Although you could say it's been happening already. Climate change and long Covid is causi… https://t.co/9IjzBSzM6V,0,Twitter for Android,
UBC Master of Food and Resource Economics (MFRE),338463359,"Vancouver, BC, Canada",2011-07-19 16:32:14,"Join us for a though-provoking seminar on the intersection of technology, climate change and agriculture. Dr. Tomas… https://t.co/AdUQe4Opa8",3,Twitter Web App,
Mina Nozar,18969261,Vancouver,2009-01-14 06:37:39,"@Omani1love Very creative! 
It'd be nice to see one with soldiers outfits from District-1 of the Hunger Games.
That… https://t.co/EFMQClbJP7",0,Twitter for Android,
Scotty William,3298768170,"Vancouver, British Columbia",2015-07-27 22:33:19,@IvisonJ He mocked people in the room for thinking we should change our lifestyle in the face of climate change. He… https://t.co/aZjuQxMTA7,0,Twitter for Android,
"Gordon Hamilton, @DQStudent",41254877,"Vancouver, BC",2009-05-20 00:42:27,"@AimanH121 ""some of"" is probably a better choice in this context.

Generalization is difficult to do here as there… https://t.co/pKq8e27S9d",0,Twitter for Android,
I'm Nat Okay 🇨🇦,3392008498,"Vancouver, British Columbia",2015-07-28 12:31:15,"Denying asylum for climate refugees like ""This guy never recycled, this one vocally denied climate change, this one… https://t.co/DDkx2ujmo7",0,Twitter for Android,
Naizam (Nai) Jaffer,3241885442,"Vancouver, BC ",2015-06-11 02:54:05,Weather extremes are more common &amp; severe since the 1950s—Hydrology experts use technology to map areas subject to… https://t.co/wfjvX4DU5u,0,Twitter Web App,
Naizam (Nai) Jaffer,3241885442,"Vancouver, BC ",2015-06-11 02:54:05,"The world's glaciers are shrinking &amp; disappearing faster than scientists thought, with two-thirds of them projected… https://t.co/pA6sjTwn1g",0,Twitter Web App,
Jamie,1492667390978506752,"Vancouver, British Columbia",2022-02-13 01:10:59,@rick_ppc They probably don’t have climate change over there🙄🙄🙄🙄🙄🙄🙄,0,Twitter for iPhone,
I'm Nat Okay 🇨🇦,3392008498,"Vancouver, British Columbia",2015-07-28 12:31:15,"@Coyle_The_Tesla @ClimateHuman Yeah he should stop trying to get us to not die from climate change, next time he ge… https://t.co/onBncXiXER",0,Twitter for Android,
Happy Eco News,981139646460637184,"Vancouver, British Columbia",2018-04-03 12:01:35,"V Grid Energy Systems help composting go further by improving aeration, reducing bulk density and stimulating micro… https://t.co/qBz86OOlDu",0,Hootsuite Inc.,
"Norm Farrell, IN-SIGHTS.CA",27371671,"North Vancouver, BC, Canada",2009-03-29 03:29:20,Oil companies forcefully and successfully mobilized against the science to stymie any action to reduce fossil fuel… https://t.co/Npjc2KsoF2,8,Twitter Web App,
